id,Statement,Image,Web,Category,Date,Label
49219,Fake News: The internet kills Dwayne The Rock Johnson again.Fact Check: Australian dwarf Queden Bayles is nine years old!, https://static.theprint.in/wp-content/uploads/2018/08/shahid-324x235.jpg,AUGMENT,COVID-19,,Fake
49220,"Viral clip of assault over land dispute in UP falsely claimed as attack on Dalits.Fact Check: Man thrashed by mob, incident made viral with rape twist", https://www.thestatesman.com/wp-content/uploads/2020/04/arr.jpg,AUGMENT,VIOLENCE,,Fake
49221,Fact Checking: Lata Mangeshkars condition is stable.Fact Check: This is not the swansong of Lata Mangeshkar, https://static.theprint.in/wp-content/uploads/2019/01/Sanjay-Raut-324x235.jpg,AUGMENT,POLITICS,,Fake
49222,Fake : Claims made against Dr Rajat Kumar on receiving assets from Telangana Government.False Claims Linked To Former RBI Gov Y V Reddy About Indian Economy, https://cmsimages.tribuneindia.com/gallary_content/2020/11/2020_11$smallthumbimg_366455949.jpg,AUGMENT,COVID-19,,Fake
49223,Fact Check: Jana Sena party leaders are not going on a hunger strike.Fact Check: Truth behind Hindustan Murdabad slogans at a Congress event, https://static.theprint.in/wp-content/uploads/2018/08/2018_8img29_Aug_2018_PTI8_29_2018_000132B-e1553850065887-324x235.jpg,AUGMENT,POLITICS,,Fake
49224,"Bogus claim of Pakistani flag on Karatarpur Gurudwar.Facebook post claims TMCs Muslim men smashed Vidyasagar bust, but its from Iraq", http://newsmeter.in/wp-content/uploads/2019/11/WhatsApp-Image-2019-11-06-at-11.05.22-AM.jpeg,AUGMENT,POLITICS,,Fake
49225,Fact Check: Is Hindu population decreasing in Pakistan and Bangladesh?.Are Hindu marriages not legal in Pakistan? Fact Check, https://www.thestatesman.com/wp-content/uploads/2020/02/PARLIAMENT.jpg,AUGMENT,VIOLENCE,,Fake
49226,Fact check: 4-year-old clip being used to slam anti-CAA protesters.Fact Check: Eight-year-old photo passed off as police atrocities on Jamia students, https://cmsimages.tribuneindia.com/gallary_content/2020/10/Desk/2020_10$smallthumbimg_622969898.jpg,AUGMENT,VIOLENCE,,Fake
49227,Mysterious twitter handle scripts alleged encounter 6 days back.Dr Aishas claim on Twitter as a Covid-19 victim sends many into mourning; Fact Check, http://newsmeter.in/wp-content/uploads/2019/12/ELGeJ5OU4AIo-l4.jpg,AUGMENT,MISLEADING,,Fake
49228,Fact Check: No law stops police from entering university campuses.Fact Check: Has Union govt revoked the power of police to grant bail?, https://www.thestatesman.com/wp-content/uploads/2020/09/upsc.jpg,AUGMENT,POLITICS,,Fake
49229,Fact Check: Does Chiranjeevi support three capital formula.Fact Check: Viral map of India shows wrong bifurcation of J&K, https://www.thestatesman.com/wp-content/uploads/2019/11/chanda.jpg,AUGMENT,COVID-19,,Fake
49230,Fact Check: Was a Hanuman idol excavated from land allocated to Babri Masjid in Ayodhya?.Fact check: Has Sunni Waqf board decided to build Babri hospital on the 5-acre land allotted in Ayodhya?, https://www.thestatesman.com/wp-content/uploads/2020/08/sunni.jpg,AUGMENT,MISLEADING,,Fake
49231,"Fact Check: Is Honda giving away 320 Activa 5G scooters for New Year?.Are workers from 1990-2020 liable to receive Rs.120,000 as Covid-19 relief? Fact Check", https://englishtribuneimages.blob.core.windows.net/gallary-content/2020/12/2020_12$smallthumbimg_851198415.JPG,AUGMENT,COVID-19,,Fake
49232,Instead of Dishas rapist encounter a 2015 encounter picture in circulation.Video of Woman Vandalising Shop Viral With False Communal Spin, https://newsmeter.in/wp-content/uploads/2019/12/image.jpg,AUGMENT,VIOLENCE,,Fake
49233,Fact Check: Jesus picture on AP ration card?.Fact Check: Is 24 the magic number for Covid patients?, https://cmsimages.tribuneindia.com/gallary_content/2020/8/2020_8$smallthumbimg_1735524783.jpg,AUGMENT,MISLEADING,,Fake
49234,Fact Check: Man in civil not a RSS volunteer but a AATS constable.Fact Check: Did RSS chief Bhagwat ask people to avoid using the word nationalism?, https://static.theprint.in/wp-content/uploads/2020/03/Arvind-Kejriwal-2-324x235.jpeg,AUGMENT,POLITICS,,Fake
49235,Simulation video being passed off as volcanic eruption in New Zealand.Video Of Huge Tidal Waves In Muscat Passed Off As Mumbai's Marine, https://englishtribuneimages.blob.core.windows.net/gallary-content/2020/9/2020_9$smallthumbimg_923394110.JPG,AUGMENT,VIOLENCE,,Fake
49236,Fact Check: Medias Shaan claims about Deepika JNU visit false.Fact Check: Old Kumbh Mela photos passed on social media as recent ones," https://images.indianexpress.com/2019/04/priyanka-chaturvedi-1200-1-1.jpg?resize=450,250",AUGMENT,COVID-19,,Fake
49237,"Fact Check: No, Coronavirus does not spread through frozen food.Fact Check: No, mustard oil does not kill Corona virus", https://englishtribuneimages.blob.core.windows.net/gallary-content/2020/4/2020_4$smallthumbimg_1682720588.JPG,AUGMENT,MISLEADING,,Fake
49238,Fact check: Bengaluru jewellers Nizam claims stand exposed.2019 Photo Falsely Shared As Ashok Gehlot Bursting Crackers On Diwali, https://www.thestatesman.com/wp-content/uploads/2019/11/PURI.jpg,AUGMENT,GOVERNMENT,,Fake
49239,Fact Check: Did Nostradamus predict Coronavirus pandemic 500 years ago?.Fact Check: Did Nostradamus predict the coronavirus pandemic in 16th century?, https://www.thestatesman.com/wp-content/uploads/2020/06/covid-2-1.jpg,AUGMENT,MISLEADING,,Fake
49240,Fact Check: Bangla family dispute being wrongly shown as Indian communal video.Fact Check: Viral claim about Dhoni joining BJP is false," https://images.indianexpress.com/2020/12/Beant-Singh.jpg?resize=450,250",AUGMENT,MISLEADING,,Fake
49241,Fact Check: Has China lifted ban on Quran following Coronavirus outbreak?.Fact Check: Is the Chinese govt burning pigs alive to contain coronavirus?, https://englishtribuneimages.blob.core.windows.net/gallary-content/2020/5/2020_5$smallthumbimg_274162543.JPG,AUGMENT,POLITICS,,Fake
49242,Fact Check: Has Zuckerberg announced $ 1000 bonus for full-time Facebook employees?.Fact Check: Netizens book seats for fake news on theatres reopening, https://www.thestatesman.com/wp-content/uploads/2019/09/gic.jpg,AUGMENT,MISLEADING,,Fake
49243,Fact Check: Is the photo of Jyotiraditya Scindia holding Operation LOTUS document real?.Fact Check: This image of Ambedkar on a bus in the United States is morphed," https://images.indianexpress.com/2020/11/Jyotiraditya-Scindia.jpg?resize=450,250",AUGMENT,COVID-19,,Fake
49244,Fact Check: Minor girl being wrongly shown as 24-year-old IAS qualifier.Fact Check: Eight-year-old photo passed off as police atrocities on Jamia students, https://www.thestatesman.com/wp-content/uploads/2020/08/doc.jpg,AUGMENT,VIOLENCE,,Fake
49245,Fact check: Cops beating women is from Gwalior and not Delhi.Fact Check: Viral video of beggar pretending to be disabled is not from India but Pakistan, https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_1684284061.jpeg,AUGMENT,VIOLENCE,,Fake
49246,"Fact Check: No, clapping hands in Janata Curfew does NOT kill Coronavirus.Fact Check: No, clapping together at 5 pm during Janta curfew will not kill coronavirus", https://www.thestatesman.com/wp-content/uploads/2020/08/sc-4-1.jpg,AUGMENT,GOVERNMENT,,Fake
49247,Fact Check: Did a mob assault police officers in Hyderabads Old City?.Fact Check: Did police thrash accused in rape and murder of Telangana vet in public?, https://www.thestatesman.com/wp-content/uploads/2020/07/sanjeet.jpg,AUGMENT,MISLEADING,,Fake
49248,Fact Check: Will liquor shops open in Telangana from March 29?.Deepika Padukone standing in line to buy liquor as wine shops open on May 1? Fact Check, https://cmsimages.tribuneindia.com/gallary_content/2020/10/2020_10$smallthumbimg_1479489528.jpg,AUGMENT,COVID-19,,Fake
49249,Fact Check: Is Quebec Forest in Canada breathing?.Fact Check: Is this Antarctica as seen from space? Not really, https://englishtribuneimages.blob.core.windows.net/gallary-content/2020/9/2020_9$smallthumbimg_1176036826.jpg,AUGMENT,MISLEADING,,Fake
49250,Fact Check: Did Russian president Putin attend a meeting in Hazmat suit?.Did Google CEO Sundar Pichai cast his vote today? Fact Check, https://cdn.cnn.com/cnnnext/dam/assets/200818041331-01-krispy-kreme-times-square-super-tease.jpg,AUGMENT,MISLEADING,,Fake
49251,Fact Check: Are claims about Arnab Goswamis video metadata real?.Fact Check: Old Kumbh Mela photos passed on social media as recent ones, https://www.thestatesman.com/wp-content/uploads/2020/05/APP.jpg,AUGMENT,VIOLENCE,,Fake
49252,Fact Check: Andhras new election commissioner was not an Evangelical Lutheran pastor.WhatsApp forward claiming COVID-19 deaths under Govt Insurance Scheme is Misleading, https://cmsimages.tribuneindia.com/gallary_content/2020/9/2020_9$smallthumbimg_1291395441.JPG,AUGMENT,MISLEADING,,Fake
49253,"Fact Check: Dog vaccine wrongly quoted as COVID-19 vaccine being available since 2001.Fact Check: No, UKs Covid vaccine trial volunteer Dr Elisa is not dead", https://englishtribuneimages.blob.core.windows.net/gallary-content/2020/10/2020_10$smallthumbimg_474555382.JPG,AUGMENT,COVID-19,,Fake
49254,Fact Check: Is the video of whales swimming at Bombay High true?.Fact Check: Are sea turtles making beeline for Mumbai beach after cleanup?, https://cdn.cnn.com/cnnnext/dam/assets/200810103251-unwell-netflix-super-tease.jpg,AUGMENT,COVID-19,,Fake
49255,"Fact Check: Did a Pakistani naval ship ram into an Indian vessel recently?.Indian Navy submarine chased away, claims Pakistan; Fact Check", https://englishtribuneimages.blob.core.windows.net/gallary-content/2020/8/Desk/2020_8$smallthumbimg_1714215897.jpg,AUGMENT,POLITICS,,Fake
49256,"Fact check: No, the white-tailed deer was not spotted on the beach in Odisha.Fact Check: Was a leopard spotted in Banjara hills of Hyderabad ?"," https://imgk.timesnownews.com/story/leopard-iStock-595360436_3.jpg?tr=w-100,h-75",AUGMENT,MISLEADING,,Fake
49257,"Fact Check: Will CBSE resume Class X, XII exams from 22 April?.Did WHO ask India to extend coronavirus lockdown till June 10? Fact Check", https://www.thestatesman.com/wp-content/uploads/2019/09/ctet.jpg,AUGMENT,MISLEADING,,Fake
49258,Fact Check: Did Italians throw away their money because of COVID-19 frustration?.Fact Check: Were social distancing norms flouted in Air India flight that brought back passengers from abroad ?, https://cmsimages.tribuneindia.com/gallary_content/2020/5/2020_5$smallthumbimg_1709095419.JPG,AUGMENT,MISLEADING,,Fake
49259,"Fact Check: Ministry of tourism didnt ask hotels to remain closed till Oct 15.Fact Check: No, Railways has no plan to cut salary of its 13 lakh employees", https://cmsimages.tribuneindia.com/gallary_content/2020/5/2020_5$smallthumbimg_875262806.jpg,AUGMENT,MISLEADING,,Fake
49260,"Fact Check: Women throws her kids into Ganga unable to feed them, is false.Fact Check: Woman cycling with baby tied to her back not from India", https://cmsimages.tribuneindia.com/gallary_content/2020/10/2020_10$smallthumbimg_281440498.jpg,AUGMENT,MISLEADING,,Fake
49261,Fact Check: Has government introduced 5-phase lockdown roadmap to combat Covid-19 ?.Fact Check: Viral lockdown phases to control Covid-19 have not been endorsed by WHO, https://cmsimages.tribuneindia.com/gallary_content/2020/9/2020_9$smallthumbimg_293068887.jpg,AUGMENT,COVID-19,,Fake
49262,Fact Check: Cadbury is not giving away 500 free baskets of chocolate.Cadbury is NOT offering 500 free baskets of chocolates on 196th anniversary; Fact Check, https://cmsimages.tribuneindia.com/gallary_content/2020/9/2020_9$smallthumbimg_2011688009.jpeg,AUGMENT,COVID-19,,Fake
49263,Fact Check: Images of Uttarakhand wildfire on social media are fake.Fact check: Viral images of Kashmiris smiling at security forces are years old," https://images.indianexpress.com/2020/10/maharashtra-covid-main.jpg?resize=450,250",AUGMENT,MISLEADING,,Fake
49264,"Fact Check: Woman with Jayalalitha in viral picture is not Nirmala Sitharaman.Fact Check: Viral post on Raghuram Rajan, Rahul Gandhi and Nirav Modi is false", https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_2108294289.jpg,AUGMENT,MISLEADING,,Fake
49265,"Fact Check: BJP leaders claim on Muslims protesting to open mosque at Tolichowki is false.Fact Check: No, this man standing next to BJP leaders is not the father of Hathras rape accused", https://www.thestatesman.com/wp-content/uploads/2019/12/kamal-nath.jpg,AUGMENT,POLITICS,,Fake
49266,Fact Check: Actor Rao Rameshs tweets slamming Jagans one-year rule are fake.Fact Check: Madhya Pradesh Congress shares fake video to take a dig at Shivraj Chouhan, https://cmsimages.tribuneindia.com/gallary_content/2020/7/2020_7$smallthumbimg_957608829.jpg,AUGMENT,MISLEADING,,Fake
49267,"Fact Check: No, Google Maps has not removed LOC from Indian map.Fact Check: Has Google Maps removed LoC from Indian map?", https://www.thestatesman.com/wp-content/uploads/2020/03/coro-2.jpg,AUGMENT,POLITICS,,Fake
49268,Fact Check: Is Tollywood actress Tamannah marrying Pakistani cricketer Abdul Razzaq?.Pakistani singer Atif Aslam singing at Salman Khans Kashipur event? Fact check, https://www.thestatesman.com/wp-content/uploads/2020/09/kangana.jpg,AUGMENT,POLITICS,,Fake
49269,"Fact Check: Is TNIE planning to shut its 8 Kerala bureaus on May 31.Fact Check: No, Disaster Management Act does not restrict citizens to post updates on Covid-19"," https://images.indianexpress.com/2020/09/modi-14.jpg?resize=450,250",AUGMENT,MISLEADING,,Fake
49270,Fact check: Video claiming Chinese soldiers punishing Indian Army is false.Fact Check: Video showing Indian soldiers fleeing after misfiring gun not from the recent Galwan Valley stand-off, https://www.thestatesman.com/wp-content/uploads/2020/06/RG-1-1-3.jpg,AUGMENT,VIOLENCE,,Fake
49271,Fact Check: Video showing Indian soldiers fleeing after misfiring gun not from the recent Galwan Valley stand-off.Fact Check: Old video of jawans injured in bus accident linked to Galwan valley clash, https://www.thestatesman.com/wp-content/uploads/2018/12/STONE-PELTING-AFP-2.jpg,AUGMENT,VIOLENCE,,Fake
49272,"Fact Check: Viral list of Chinese soldiers killed at Galwan valley is FALSE.Fact Check: Claims that CRPF shot, killed civilian in Kashmir is false", https://www.thestatesman.com/wp-content/uploads/2020/10/ha.jpg,AUGMENT,VIOLENCE,,Fake
49273,Fact Check: MP Congress wrongly claims that state deployed women officials to sell alcohol.Fact Check: Did Kerala gold smuggling case accused threaten to expose ministers?, https://akm-img-a-in.tosshub.com/indiatoday/images/story/202102/Disha_Ravi_Protest_PTI02_15_20-170x96.jpeg?FiaO.qHgYlJt.xXMiP_6JD7r906gsV1u,AUGMENT,MISLEADING,,Fake
49274,Fact Check: Two-year-old news of Zainab Merchant forced to show blood-stained sanitary pad at Boston airport resurfaces.Fact Check: Old video of dogs roaming around in Osmania Hospital wards resurfaces amid pandemic, https://www.thestatesman.com/wp-content/uploads/2020/03/kejriwal.jpg,AUGMENT,COVID-19,,Fake
49275,Fact Check: Has China switched to Made in PRC tag after #BoycottChineseProduct began trending in India?.Fact Check: Pro-democracy clash in Hong Kong passed off as China's crackdown on coronavirus patients, https://englishtribuneimages.blob.core.windows.net/gallary-content/2020/5/2020_5$smallthumbimg_545555506.JPG,AUGMENT,POLITICS,,Fake
49276,"Fact check: Seating arrangement in Sudarshan 35mm to suit physical distancing norms is true.Fact Check: No, these are not RJD MLAs dancing with a woman in an objectionable manner", https://static.theprint.in/wp-content/uploads/2019/05/Jatav-voter-324x235.jpg,AUGMENT,MISLEADING,,Fake
49277,Fact Check: Video showing black birds swarming is not from Saudi Arabia.Fact Check: Video of monkeys invading is from South Africa not Gandhi Hospital, https://englishtribuneimages.blob.core.windows.net/gallary-content/2020/7/2020_7$smallthumbimg_364296384.jpg,AUGMENT,VIOLENCE,,Fake
49278,Fact Check: Claim about arrest of two Muslim men for killing pregnant elephant in Kerala is False.Fact Check: This woman with bruises is not a love jihad victim from Kerala, https://www.thestatesman.com/wp-content/uploads/2020/08/hapur-rape-1.jpg,AUGMENT,VIOLENCE,,Fake
49279,Fact check: Ramakrishna hospital has neither been sealed nor has its staff tested positive for COVID 19.Fact Check: This viral advisory on coronavirus has not been issued by the health ministry," https://images.indianexpress.com/2020/12/modi-3.jpg?resize=450,250",AUGMENT,MISLEADING,,Fake
49280,Fact Check: Viral image of girl paying tribute to Colonel Santosh Babu is not his daughter.Fact Check: Old pic of KCRs Ramadan gift for Muslims goes viral with misleading claim, https://cmsimages.tribuneindia.com/gallary_content/2020/7/2020_7$smallthumbimg_1158822024.jpg,AUGMENT,MISLEADING,,Fake
49281,Fact check: Viral image of Trumps pic as Hitlers moustache on Time magazine cover is false.HoaXposed: Fake photograph of corrupt politicians being executed in China goes viral on WhatsApp, https://englishtribuneimages.blob.core.windows.net/gallary-content/2020/9/2020_9$smallthumbimg_680630673.JPG,AUGMENT,MISLEADING,,Fake
49282,"Fact Check: NIC orders on restricting use of Chinese apps is FALSE.Fact Check: No, Facebook is not using posts made by users in lawsuits against them", https://cmsimages.tribuneindia.com/gallary_content/2020/5/2020_5$smallthumbimg_1118662754.jpg,AUGMENT,MISLEADING,,Fake
49283,Fact Check: Nehrus interview published in Playboy magazine is partly true.Fact Check: Misleading quote of Maneka Gandhi on rape shared on social media," https://images.indianexpress.com/2020/02/obama_1200.jpg?resize=450,250",AUGMENT,GOVERNMENT,,Fake
49284,Fact Check: FCI says article on news websites regarding food grains going waste is misleading.Fact Check: Misleading claim on controversial FRDI Bill goes viral with old video, https://static.theprint.in/wp-content/uploads/2021/01/TOmar-1-324x235.jpg,AUGMENT,MISLEADING,,Fake
49285,Fact Check: Are Americans beating Trumps dummy amid George Floyd protest?.Did Indian millionaire celebrate Modis victory by throwing $5 bills in New York? Fact Check, https://www.thestatesman.com/wp-content/uploads/2020/10/biden-1.jpg,AUGMENT,COVID-19,,Fake
49286,Fact check: Viral CERT-In advisory of possible phishing attack is TRUE but they are NOT sponsored by Chinese army.Fact Check: Viral lockdown phases to control Covid-19 have not been endorsed by WHO, https://www.thestatesman.com/wp-content/uploads/2020/04/covid-1.jpg,AUGMENT,MISLEADING,,Fake
49287,"Yes, Vijaya Hospital founders grandson died of Covid-19.The incident of 2016 Akhnoor city in Jammu is being showcased and spread as a current incident by the nephew of Keshav Maurya, Deputy Chief Minister of Uttar Pradesh", https://cmsimages.tribuneindia.com/gallary_content/2020/11/2020_11$smallthumbimg_269838446.jpg,AUGMENT,VIOLENCE,,Fake
49288,"Fact Check: No, Home Ministry has not ordered complete lockdown from 15 June.Fact Check: Following a hoax about exam dates, CLAT now indeed postponed to September 28", https://www.thestatesman.com/wp-content/uploads/2020/03/lockdown-new.jpg,AUGMENT,MISLEADING,,Fake
49289,"Fact Check: Video showing Pak, Chinese soldiers dancing after martyrdom of 20 Indian soldiers is old one.Fact Check: No, these are not the coffins of 20 soldiers martyred in Ladakh fighting Chinese Army", https://www.thestatesman.com/wp-content/uploads/2020/04/QT-indian-army.jpg,AUGMENT,VIOLENCE,,Fake
49290,Fact Check: Video of Indians in Spain celebrating construction of Ram mandir is FALSE.Fact Check: Videos of Hindu God pictures burnt during CAA protests is fake, https://cmsimages.tribuneindia.com/gallary_content/2020/10/2020_10$smallthumbimg_350028785.jpg,AUGMENT,VIOLENCE,,Fake
49291,"Fact Check: No, Dr. V.K. Srinivasan of Bharath Biotech didnt take the Covid-19 vaccine.Fact Vs Fiction: Did Narendra Modi Sell Tea & Did Rahul Gandhi Enter A ...", https://www.thestatesman.com/wp-content/uploads/2020/07/ram-madhav.jpg,AUGMENT,COVID-19,,Fake
49292,"Fact Check: Yes, Sir Gangaram built horse train in Pakistans Punjab to transport men, machinery in 1898.Fact Check: No, Indian Army didnt burn down houses in Kashmir", https://static.theprint.in/wp-content/uploads/2020/12/Mamata-Banerjee-324x235.jpg,AUGMENT,COVID-19,,Fake
49293,Fact Check: HT report claiming men are twice likely to die from Covid is misleading.Fact check: Viral CERT-In advisory of possible phishing attack is TRUE but they are NOT sponsored by Chinese army, https://cmsimages.tribuneindia.com/gallary_content/2020/10/2020_10$smallthumbimg_1060904837.JPG,AUGMENT,MISLEADING,,Fake
49294,Fact Check: Kerala 2019 notification offering jobs to Scheduled Caste Converted Christians goes viral again.Fact Check: New Zealand PMs temple visit goes viral with misleading claim, https://www.thestatesman.com/wp-content/uploads/2020/10/un.jpg,AUGMENT,MISLEADING,,Fake
49295,Fact Check: Does Srirangam temple has a statue of Chinese man stabbing a warrior?.Pritish Nandy refuses to believe he mistook another Sardar Patel statue for Statue of Unity, https://static.theprint.in/wp-content/uploads/2019/05/Bengal-324x235.jpg,AUGMENT,VIOLENCE,,Fake
49296,Fact Check: Video showing Indias failed missile test is from Russia.Fact Check: Pakistan again uses fake images to target India, https://www.thestatesman.com/wp-content/uploads/2019/10/Modi-5.jpg,AUGMENT,COVID-19,,Fake
49297,"Fact Check: No, Christian missionary has NOT occupied Hindu temple in Tamil Nadu.Andhras Tirumala temple devotees manhandled by Christian police? Fact check", https://www.thestatesman.com/wp-content/uploads/2020/05/KARNATAKA.jpg,AUGMENT,GOVERNMENT,,Fake
49298,Fact Check: Video of monkeys invading is from South Africa not Gandhi Hospital.Video of monkeys creating havoc in hospital ward is NOT from India," https://images.indianexpress.com/2020/08/Mohammed-Razlim-Anvar.jpg?resize=450,250",AUGMENT,VIOLENCE,,Fake
49299,"Fact Check: These pictures of spoiled leather items are not from....Fact Check: Food in Parliament dirt cheap? No, these are old rates", https://newsmobile.in/wp-content/uploads/2020/07/GOAT_FC.jpg,AUGMENT,MISLEADING,,Fake
49300,"Arvind Trivedi, who played Ravana in Ramayan TV series is NOT....Did Nirmala Sitharaman Slam Arvind Kejriwal On Free Metro Rides For...", https://newsmobile.in/wp-content/uploads/2020/05/95643244_159064722275236_462125617622548480_n.jpg,AUGMENT,COVID-19,,Fake
49301,Fact Check: Cadbury?s is NOT giving free chocolate baskets to people.Fact Check: Cadbury is not giving away 500 free baskets of chocolate, https://cmsimages.tribuneindia.com/gallary_content/2020/8/2020_8$smallthumbimg_1051292828.jpg,AUGMENT,COVID-19,,Fake
49302,Fact Check: Old video of Leopard prowling in Jalandhar shared with....Video From 2016 Cyclone Vardah Shared As Cyclone Fani; IANS Tweets Old ..., https://www.thestatesman.com/wp-content/uploads/2020/04/icmr-2.jpg,AUGMENT,VIOLENCE,,Fake
49303,Did Christians in the US pray on the streets because of....Did Indian residents in Spain carry out a procession ahead of the construction of the Ram temple?, https://newsmobile.in/wp-content/uploads/2020/05/Screenshot-888.jpg,AUGMENT,POLITICS,,Fake
49304,"Fact Check: The owner of Indian jewellery giant, the Joyalukkas, is....Are These East India Company Coins With Indian Gods Real?: A FactCheck"," https://imgk.timesnownews.com/story/Mohan_bhagwat_1200_one_IANS_0.jpg?tr=w-100,h-75",AUGMENT,COVID-19,,Fake
49305,Cong leader shares FAKE claim about ICMR buying COVID-19 testing kits....With Over 2.9 Million Members This Pro-Modi Facebook Group Is A Fake..., https://newsmobile.in/wp-content/uploads/2020/04/KIT_Coronavirus_FAKE.jpg,AUGMENT,MISLEADING,,Fake
49306,Can Chinese products be identified from the first three digits of....The placards in these images have been doctored to include pro-China messages, https://newsmobile.in/wp-content/uploads/2020/04/1-7.jpg,AUGMENT,VIOLENCE,,Fake
49307,Fact Check: Picture of a banner with demand for HCQ is....Fact Check: Social media raps a flawed tune. Eminem is not down with coronavirus, https://www.thestatesman.com/wp-content/uploads/2019/09/done.jpg,AUGMENT,COVID-19,,Fake
49308,"FAKE Alert: Max Hospital in Ghaziabad is NOT sealed due to....Fake Message Claims Children Kidnapped in Ghaziabad, Police Warn...", https://newsmobile.in/wp-content/uploads/2020/04/Max_Ghazaibad_FAKE.jpg,AUGMENT,MISLEADING,,Fake
49309,"Fake Alert! Indian Railways deny rumours of running special train services.Fact Check: No, Konkan Railway didnt cancel train services due to landslide", https://newsmobile.in/wp-content/uploads/2020/04/Railways.jpg,AUGMENT,COVID-19,,Fake
49310,Fact Check: Still from TV show shared as dead medical professionals....Fact Check: Is 24 the magic number for Covid patients?, https://www.thestatesman.com/wp-content/uploads/2020/06/board.jpg,AUGMENT,MISLEADING,,Fake
49311,"Fact Check: Rotis with ?Abki Baar Modi Sarkar? stamp is NOT....Fact Check: No, Urmila Matondkar is not niece of RSS chief Mohan Bhagwat", https://static.theprint.in/wp-content/uploads/2019/10/Kanda-324x235.jpg,AUGMENT,GOVERNMENT,,Fake
49312,"Reports estimating 25 cr Indians will contract Coronavirus, falsely attribute to....Fact Check: Dubious websites offer free masks on behalf of PM Modi to fight coronavirus", https://englishtribuneimages.blob.core.windows.net/gallary-content/2020/10/2020_10$smallthumbimg_1672961341.JPG,AUGMENT,COVID-19,,Fake
49313,Baba Ramdev did not donate Rs 800 crore to fight Coronavirus.Fact Check on Website allegations over Coronavirus Fund by Telugu actor Vijay Devarakonda, https://newsmobile.in/wp-content/uploads/2020/03/Ramdev_FAKE.jpg,AUGMENT,MISLEADING,,Fake
49314,"Video from Senegal Airport shows havoc, people collapsing due to CoronaVirus?....Fact Check: Is China trying to kill 20,000 people affected with Corona virus?", https://www.thestatesman.com/wp-content/uploads/2020/04/AIIMS-1.jpg,AUGMENT,COVID-19,,Fake
49315,FAKE Alert: Old picture of Brazilian Prez shared as Italian President....Photo Of A Blogger Shared As An IAS Topper Introducing Her Father And..., https://newsmobile.in/wp-content/uploads/2020/03/Brazil_Prez_FAKE.jpg,AUGMENT,GOVERNMENT,,Fake
49316,Did four Dubai-returned youth deny Coronavirus test due to religious faith?....Fact Check: Did Hyderabad society members applaud a Gandhi Hospital doctor for her Covid-19 duty?, https://newsmobile.in/wp-content/uploads/2020/03/Screenshot-693.jpg,AUGMENT,MISLEADING,,Fake
49317,"Did Police place petrol bombs, stones on the roof of Tahir....Fact Check: No, Indian Army didnt burn down houses in Kashmir", https://newsmobile.in/wp-content/uploads/2020/03/Screenshot-689.jpg,AUGMENT,VIOLENCE,,Fake
49318,German photographer waited 62 days with 16 cameras to capture Sun....Old Plane Crash Videos and Images Go Viral As Ethiopian Airlines..., https://newsmobile.in/wp-content/uploads/2020/03/Screenshot-683.jpg,AUGMENT,VIOLENCE,,Fake
49319,Picture showing Aamir Khan as an atheist and an opponent of....Old Video Of Godman Rampal's Supporters Protesting Against Aaj Tak..., https://cmsimages.tribuneindia.com/gallary_content/2020/5/2020_5$smallthumbimg_233564196.jpg,AUGMENT,GOVERNMENT,,Fake
49320,Are all Indian Navy personnel arrested in espionage case RSS members?....Fact Check: Did a mob assault police officers in Hyderabads Old City?, https://newsmobile.in/wp-content/uploads/2020/02/11.jpg,AUGMENT,VIOLENCE,,Fake
49321,"One member from each family will get Rs 25,000 under the....Indian Government is NOT giving Rs.2,000 to each citizen; Fact Check", https://newsmobile.in/wp-content/uploads/2020/02/Screenshot-642.jpg,AUGMENT,COVID-19,,Fake
49322,"Upset over defeat in Delhi, Modi govt increased gas cylinder prices?....Hyd-Vijayawada flight ticket costs Rs.50000 to Rs.1 lakh; Despite trolls, NTV was right", https://cmsimages.tribuneindia.com/gallary_content/2020/10/2020_10$smallthumbimg_1753174731.jpg,AUGMENT,COVID-19,,Fake
49323,"Fact Check: BJP lost 8 seats by 100 votes and 19....Did Multiple BJP Candidates Get Identical Votes of 2,11,820?", https://cmsimages.tribuneindia.com/gallary_content/2020/11/2020_11$smallthumbimg_1372230083.JPG,AUGMENT,POLITICS,,Fake
49324,Woman threw dirty water on CM Kejriwal while he was campaigning?....Was A TMC Worker Caught Pelting Stones In Kolkata Wearing A Saffron..., https://static.theprint.in/wp-content/uploads/2019/11/Naidu-Reddy-324x235.jpg,AUGMENT,VIOLENCE,,Fake
49325,"No, Indira Gandhi is not standing with her husband and father-in-law....Fact Check: Is Indira Gandhi posing with her husband and father-in-law in this photo?", https://newsmobile.in/wp-content/uploads/2020/01/Screenshot-529.jpg,AUGMENT,COVID-19,,Fake
49326,Fake Alert! Digital artwork of a hurricane given a religious twist.Fact Check: Misleading photos used to showcase saffron surge in Ayodhya, https://newsmobile.in/wp-content/uploads/2019/12/Untitled-design-29-800x533-1-324x160.png,AUGMENT,MISLEADING,,Fake
